person,promedioCadaCuantosDiasVuelve,cadaCuantasHorasHaceEventos,cadaCuantosMinutosHaceEventos,cadaCuantosDiasEnMes5HaceEventos,cadaCuantasHorasEnUnDiaDelMes5HaceEventos,cadaCuantosMinutosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantosSegundosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantasHorasHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosMinutosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosSegundosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosDiasHaceConversion,cadaCuantosDiasHaceCheckout
996955b3,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
996a058b,16,135,2444,17.0,4.0,1.0,12.0,8.0,1.0,16.666666666666668,-1.0,0.0
996d274b,40,980,9808,0.0,0.0,2.0,49.0,0.0,2.0,49.0,-1.0,-1.0
996e4366,2,18,325,3.0,1.0,3.0,37.0,0.0,6.0,63.0,-1.0,0.0
997059e3,0,0,0,0.0,0.0,1.0,33.0,0.0,1.0,33.0,-1.0,0.0
99705c7f,5,94,484,12.0,4.0,1.0,17.0,0.0,2.0,34.0,-1.0,8.0
9971e50c,6,158,949,7.0,0.0,2.0,47.0,0.0,2.0,60.0,-1.0,0.0
9972a70c,10,141,1271,5.0,0.0,2.0,28.0,0.0,4.0,80.0,-1.0,-1.0
99735913,0,8,57,1.0,0.0,3.0,79.0,1.0,3.5,104.0,-1.0,0.0
9976d91a,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,-1.0,0.0
997776bc,0,5,63,1.0,2.0,1.0,50.0,2.0,1.3333333333333333,57.666666666666664,-1.0,0.0
9977a033,11,190,1898,8.0,2.0,2.0,59.0,4.0,1.5,34.0,-1.0,-1.0
9978b98f,0,1,5,0.0,1.0,6.0,203.0,1.0,6.0,203.0,-1.0,0.0
9979305a,2,27,1637,2.0,2.0,0.0,0.0,10.0,0.0,0.0,-1.0,-1.0
9979d6ae,0,21,89,1.0,0.0,0.0,46.0,0.0,1.0,48.0,-1.0,0.0
997c615b,0,11,36,1.0,0.0,1.0,34.0,0.0,1.0,35.0,-1.0,0.0
998021b1,0,0,1,0.0,0.0,2.0,45.0,0.0,2.0,45.0,-1.0,0.0
9981161d,4,81,444,6.0,0.0,2.0,48.0,1.0,2.0,47.5,-1.0,0.0
99841b84,147,3534,106045,0.0,0.0,1.0,21.0,0.0,1.0,21.0,-1.0,0.0
99845ec5,5,79,1246,2.0,0.0,2.0,62.0,0.0,1.0,6.0,122.0,25.0
99849e8f,2,50,864,3.0,1.0,3.0,81.0,0.0,2.0,47.0,-1.0,-1.0
9988b172,0,0,1,0.0,0.0,1.0,38.0,0.0,1.0,38.0,-1.0,0.0
9989ebba,0,0,1,0.0,0.0,2.0,46.0,0.0,2.0,46.0,0.0,0.0
998a3b29,0,3,51,1.0,0.0,2.0,22.0,0.0,1.0,9.0,-1.0,0.0
998fc951,7,105,1053,7.0,3.0,2.0,63.0,0.0,1.0,24.0,-1.0,0.0
99915076,12,240,3967,0.0,2.0,2.0,74.0,2.0,1.5,74.5,-1.0,34.0
9991f624,3,32,517,1.0,2.0,3.0,45.0,0.0,1.0,8.0,0.0,4.0
9992f6ef,0,0,1,0.0,0.0,1.0,71.0,0.0,1.0,71.0,-1.0,0.0
9998e1f3,1,9,68,2.0,2.0,1.0,36.0,2.0,1.0,27.5,-1.0,0.0
9998f43f,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,-1.0,0.0
999a6762,0,7,58,1.0,4.0,1.0,26.0,3.0,0.5,17.0,-1.0,0.0
999b9b34,0,0,1,0.0,0.0,1.0,39.0,0.0,1.0,39.0,-1.0,0.0
999f7872,2,26,635,2.0,2.0,1.0,21.0,0.0,0.0,0.0,-1.0,0.0
99a049a3,7,166,2002,7.0,0.0,1.0,21.0,0.0,1.0,24.0,-1.0,0.0
99a059cf,0,7,124,1.0,2.0,1.0,40.0,2.0,1.0,89.0,0.0,1.0
99a23fd6,8,123,2178,8.0,0.0,3.0,78.0,2.0,1.0,15.0,-1.0,0.0
99a29f1c,2,30,841,2.0,2.0,2.0,47.0,0.0,1.0,29.0,-1.0,6.0
99a2c9a0,0,1,22,0.0,1.0,0.0,22.0,1.0,0.5,21.5,-1.0,0.0
99a401a1,6,115,2118,12.0,0.0,1.0,33.0,0.0,0.0,10.0,-1.0,29.0
99a5246a,0,0,1,0.0,1.0,0.0,2.0,1.0,0.0,1.5,-1.0,0.0
99a63c77,6,165,497,7.0,0.0,2.0,88.0,0.0,2.0,45.0,-1.0,0.0
99a8a6d6,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-1.0,0.0
99a90a0e,0,1,36,0.0,1.0,1.0,22.0,1.0,1.0,22.5,-1.0,0.0
99aab18f,0,0,3,0.0,0.0,4.0,88.0,0.0,4.0,88.0,-1.0,0.0
99aabe21,0,0,1,0.0,0.0,2.0,63.0,0.0,2.0,63.0,-1.0,0.0
99ab5c59,6,72,671,6.0,0.0,5.0,110.0,0.0,2.0,71.0,-1.0,0.0
99abca5a,1,22,331,1.0,6.0,2.0,51.0,5.0,0.5,42.5,14.0,6.0
99b1732e,0,1,30,0.0,1.0,0.0,7.0,1.0,0.5,7.0,-1.0,0.0
99b416e9,1,14,116,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0
99b4a1da,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
99b4c1ce,1,12,283,1.0,6.0,1.0,27.0,0.0,0.0,1.0,0.0,0.0
99b54800,0,0,1,0.0,0.0,2.0,30.0,0.0,2.0,30.0,-1.0,0.0
99bb2a73,132,1584,17290,0.0,1.0,2.0,78.0,1.0,2.0,78.5,-1.0,-1.0
99bcf3ca,0,0,1,0.0,0.0,1.0,31.0,0.0,1.0,31.0,-1.0,0.0
99be226a,0,2,41,0.0,2.0,1.0,27.0,2.0,1.0,27.0,-1.0,0.0
99beeb89,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
99c06ee6,1,12,115,1.0,6.0,7.0,197.0,0.0,19.0,561.0,-1.0,0.0
99c11fb0,3,33,346,2.0,3.0,1.0,44.0,6.0,0.3333333333333333,14.333333333333334,-1.0,-1.0
99c8c79d,0,0,1,0.0,0.0,1.0,48.0,0.0,1.0,48.0,-1.0,0.0
99c8dbb9,0,0,0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,0.0
99c98b94,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-1.0,0.0
99ca6c99,5,67,739,5.0,0.0,4.0,162.0,1.0,5.0,210.0,-1.0,5.0
99cd3aa8,0,0,0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,0.0
99cea75c,10,236,3680,4.0,1.0,1.0,17.0,7.0,1.0,15.0,-1.0,-1.0
99cff5e9,1,17,370,2.0,5.0,1.0,55.0,0.0,1.0,36.0,0.0,0.0
99d0958d,13,182,1992,2.0,4.0,2.0,39.0,1.0,1.0,25.0,-1.0,3.0
99d4d406,2,48,531,3.0,0.0,1.0,23.0,0.0,1.0,18.0,-1.0,1.0
99d52ba4,0,0,0,1.0,0.0,1.0,23.0,0.0,1.0,32.0,-1.0,0.0
99d5815f,0,0,1,0.0,0.0,2.0,20.0,0.0,2.0,20.0,-1.0,-1.0
99d6fccb,4,47,1150,2.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,5.0
99d70171,0,0,2,0.0,0.0,2.0,148.0,0.0,2.0,148.0,-1.0,-1.0
99dc6acc,0,0,1,0.0,0.0,2.0,55.0,0.0,2.0,55.0,-1.0,-1.0
99dcff59,0,1,12,0.0,1.0,1.0,25.0,1.0,1.0,25.0,-1.0,0.0
99de1ea7,2,24,330,2.0,2.0,3.0,98.0,1.0,0.0,8.0,0.0,1.0
99e2e233,6,119,1367,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
99e4baf5,1,18,334,2.0,1.0,2.0,35.0,1.0,2.0,33.0,-1.0,0.0
99e9529f,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0
99ed519d,6,122,2244,5.0,1.0,2.0,27.0,0.0,1.0,19.0,-1.0,0.0
99ee1a38,74,1784,26762,0.0,0.0,1.0,13.0,0.0,1.0,13.0,-1.0,0.0
99eea11e,0,0,4,0.0,0.0,4.0,70.0,0.0,4.0,70.0,-1.0,0.0
99eec0e6,0,0,3,0.0,0.0,3.0,44.0,0.0,3.0,44.0,-1.0,0.0
99f2cbe3,65,1579,31581,0.0,0.0,1.0,38.0,0.0,1.0,38.0,-1.0,65.0
99f42185,2,42,1358,3.0,1.0,0.0,12.0,8.0,0.0,0.5,-1.0,0.0
99f45af3,0,0,0,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
99f5e5fd,0,7,94,1.0,2.0,3.0,76.0,0.0,0.0,0.0,-1.0,0.0
99f653a0,0,0,6,0.0,1.0,2.0,54.0,1.0,2.0,54.0,-1.0,0.0
99f655ba,32,395,4740,0.0,3.0,1.0,40.0,3.0,1.0,39.5,-1.0,0.0
99f73bdd,0,0,2,0.0,1.0,2.0,23.0,1.0,1.5,23.0,-1.0,0.0
99ff6307,0,19,574,1.0,0.0,0.0,14.0,0.0,0.0,20.0,-1.0,0.0
9a00037e,1,7,138,1.0,3.0,2.0,94.0,2.0,1.5,46.0,-1.0,0.0
9a027a40,0,0,0,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
9a0373f1,0,0,0,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
9a0524b8,0,0,7,0.0,1.0,4.0,152.0,1.0,3.5,151.5,0.0,0.0
9a06c30f,3,55,1335,3.0,2.0,1.0,56.0,0.0,0.0,2.0,-1.0,0.0
9a06d758,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
9a06d771,11,110,814,4.0,3.0,2.0,28.0,8.0,1.0,13.0,-1.0,0.0
9a082b06,0,0,2,0.0,1.0,2.0,49.0,1.0,2.0,49.0,-1.0,0.0
9a09941d,3,42,484,4.0,2.0,4.0,113.0,0.0,1.0,15.0,-1.0,4.0
9a0abd52,0,0,0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,0.0
9a0af9d9,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
9a11b760,9,225,8117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
9a129e9d,0,0,0,0.0,0.0,1.0,12.0,0.0,1.0,12.0,-1.0,0.0
9a1481b7,0,0,1,0.0,0.0,1.0,39.0,0.0,1.0,39.0,-1.0,0.0
9a152ea9,0,6,115,1.0,6.0,0.0,8.0,13.0,0.5,11.0,-1.0,0.0
9a15a1c1,20,486,29187,20.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0
9a1876b1,11,134,2688,11.0,0.0,1.0,44.0,0.0,0.0,12.0,-1.0,0.0
9a1c1e94,0,14,87,1.0,0.0,1.0,36.0,0.0,1.0,22.0,-1.0,0.0
9a1c4afe,12,300,3861,1.0,0.0,2.0,48.0,0.0,1.0,16.0,-1.0,1.0
9a2221d0,0,1,17,0.0,2.0,2.0,38.0,2.0,1.5,38.25,-1.0,0.0
9a263d27,0,0,0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,-1.0,0.0
9a2815e3,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9a2d5230,54,1322,17638,0.0,0.0,2.0,83.0,0.0,2.0,83.0,-1.0,-1.0
9a2ec4df,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0
9a36b57e,1,27,181,1.0,0.0,2.0,43.0,0.0,1.0,10.0,-1.0,1.0
9a36f893,1,38,784,2.0,1.0,1.0,38.0,0.0,0.0,19.0,-1.0,0.0
9a3ab125,0,0,12,0.0,0.0,12.0,242.0,0.0,12.0,242.0,-1.0,-1.0
9a3bf16a,0,1,3,0.0,1.0,4.0,111.0,1.0,3.5,111.0,0.0,0.0
9a3d1afd,3,76,420,4.0,0.0,2.0,53.0,0.0,1.0,9.0,-1.0,0.0
9a3db7af,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
9a3df515,14,231,6950,14.0,1.0,0.0,13.0,0.0,0.0,1.0,-1.0,0.0
9a3f5350,4,95,1130,5.0,0.0,1.0,42.0,0.0,1.0,33.0,-1.0,0.0
9a3fe2cd,0,0,4,0.0,1.0,2.0,40.0,1.0,2.5,40.0,-1.0,0.0
9a40d7ec,0,0,0,0.0,0.0,1.0,15.0,0.0,1.0,15.0,-1.0,0.0
9a42871e,4,97,1459,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9a489e64,0,0,1,0.0,0.0,2.0,101.0,0.0,2.0,101.0,-1.0,0.0
9a4b54fc,0,0,4,0.0,0.0,5.0,116.0,0.0,5.0,116.0,-1.0,0.0
9a4c0b7c,1,10,382,1.0,3.0,4.0,83.0,4.0,3.0,170.5,-1.0,2.0
9a515b6d,6,145,792,7.0,0.0,1.0,44.0,0.0,1.0,35.0,-1.0,0.0
9a5361d5,8,99,2652,8.0,1.0,3.0,47.0,0.0,1.0,9.0,-1.0,0.0
9a53c42f,2,32,282,2.0,7.0,2.0,13.0,20.0,1.0,7.5,-1.0,3.0
9a56b2ec,0,0,1,0.0,0.0,2.0,48.0,0.0,2.0,48.0,-1.0,0.0
9a58a9d3,0,0,3,0.0,0.0,4.0,108.0,0.0,4.0,108.0,-1.0,0.0
9a59763d,2,25,466,2.0,1.0,2.0,52.0,1.0,4.0,89.5,-1.0,0.0
9a5a7c05,2,34,875,2.0,1.0,1.0,20.0,0.0,0.0,0.0,-1.0,0.0
9a5c33db,14,255,3973,2.0,0.0,1.0,22.0,0.0,0.0,12.0,-1.0,8.0
9a5f8232,1,10,75,2.0,2.0,2.0,40.0,4.0,1.25,46.0,0.0,0.0
9a5fd74d,0,20,602,0.0,20.0,0.0,8.0,20.0,0.5,8.0,-1.0,0.0
9a60d2d2,2,33,1251,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
9a61323a,2,31,543,2.0,1.0,2.0,56.0,1.0,2.0,41.0,-1.0,4.0
9a61bb55,0,0,3,0.0,0.0,4.0,135.0,0.0,4.0,135.0,-1.0,0.0
9a6235f7,0,0,4,0.0,0.0,5.0,161.0,0.0,5.0,161.0,-1.0,0.0
9a62fea7,2,29,694,2.0,3.0,3.0,72.0,0.0,1.0,7.0,-1.0,0.0
9a64a061,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9a66d730,0,0,0,0.0,1.0,0.0,30.0,1.0,0.5,30.5,-1.0,0.0
9a67dbea,90,2160,64822,0.0,0.0,1.0,54.0,0.0,1.0,54.0,-1.0,0.0
9a68609d,14,236,7084,17.0,0.0,1.0,48.0,1.0,2.0,70.0,-1.0,0.0
9a689d5a,1,24,322,2.0,8.0,1.0,27.0,19.0,1.0,37.5,-1.0,5.0
9a69bf1a,8,127,6364,1.0,1.0,0.0,8.0,0.0,0.0,0.0,-1.0,0.0
9a6ca337,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-1.0,0.0
9a6d2131,0,1,13,0.0,2.0,1.0,34.0,2.0,1.0,33.5,-1.0,-1.0
9a6e126c,0,0,0,0.0,0.0,1.0,38.0,0.0,1.0,38.0,-1.0,0.0
9a74ebbb,0,0,1,0.0,0.0,1.0,23.0,0.0,1.0,23.0,-1.0,0.0
9a76e407,0,0,5,0.0,1.0,1.0,38.0,1.0,1.0,38.5,-1.0,0.0
9a7a8453,1,7,113,1.0,4.0,2.0,55.0,1.0,1.0,16.0,-1.0,1.0
9a7c9eb9,12,307,2971,7.0,0.0,1.0,19.0,0.0,0.0,0.0,-1.0,7.0
9a7ddf88,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,-1.0,0.0
9a7e690f,2,68,1364,3.0,0.0,1.0,24.0,0.0,0.0,8.0,-1.0,0.0
9a7f44e4,0,0,0,0.0,0.0,1.0,22.0,0.0,1.0,22.0,-1.0,-1.0
9a7fd67c,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
9a80ca2e,2,17,250,2.0,1.0,2.0,75.0,3.0,3.2,125.2,-1.0,0.0
9a817a06,0,0,0,0.0,0.0,1.0,12.0,0.0,1.0,12.0,-1.0,0.0
9a819abe,8,79,721,8.0,1.0,1.0,45.0,0.0,1.0,30.0,-1.0,0.0
9a826675,2,33,372,2.0,2.0,1.0,19.0,1.0,2.0,50.0,-1.0,0.0
9a82ccc6,0,0,9,0.0,1.0,1.0,20.0,1.0,1.0,20.0,-1.0,0.0
9a84d509,11,272,5453,11.0,0.0,1.0,34.0,0.0,0.0,3.0,-1.0,-1.0
9a85c812,0,0,14,0.0,1.0,0.0,28.0,1.0,0.5,28.0,-1.0,0.0
9a872731,2,20,343,2.0,4.0,5.0,115.0,1.0,2.0,58.5,-1.0,0.0
9a886433,6,158,3156,6.0,0.0,1.0,9.0,0.0,1.0,22.0,-1.0,-1.0
9a8ad19c,2,62,833,2.0,0.0,2.0,34.0,0.0,1.0,18.0,-1.0,0.0
9a8d514e,0,0,0,0.0,0.0,1.0,13.0,0.0,1.0,13.0,-1.0,0.0
9a8df7f2,0,0,0,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,0.0
9a90765a,0,0,0,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,0.0
9a92d29b,2,37,2264,3.0,2.0,0.0,1.0,4.0,0.0,1.0,-1.0,-1.0
9a932c04,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
9a935f38,0,0,1,0.0,0.0,1.0,19.0,0.0,1.0,19.0,-1.0,0.0
9a9366bb,4,55,902,4.0,3.0,1.0,27.0,0.0,1.0,12.0,-1.0,9.0
9a942575,0,0,0,0.0,0.0,1.0,8.0,0.0,1.0,8.0,-1.0,0.0
9a945148,0,1,11,0.0,2.0,2.0,70.0,2.0,2.0,70.4,0.0,0.0
9a953cba,3,22,212,3.0,2.0,2.0,57.0,1.0,9.0,224.5,-1.0,-1.0
9a989acf,0,22,243,1.0,0.0,0.0,9.0,0.0,0.0,0.0,-1.0,0.0
9a998384,0,10,148,1.0,0.0,5.0,98.0,1.0,4.0,114.5,-1.0,-1.0
9a9c6eaf,4,114,1720,5.0,0.0,4.0,118.0,0.0,1.0,27.0,-1.0,4.0
9a9e6595,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,-1.0,0.0
9a9e7fc2,3,87,1084,4.0,0.0,1.0,31.0,0.0,0.0,12.0,2.0,20.0
9aa0efc4,0,0,1,1.0,0.0,2.0,70.0,0.0,2.0,78.0,-1.0,0.0
9aa42f0f,0,0,0,0.0,0.0,1.0,36.0,0.0,1.0,36.0,-1.0,0.0
9aa6d106,14,205,1756,0.0,0.0,1.0,46.0,0.0,1.0,46.0,37.0,37.0
9aa9ca17,10,195,2262,2.0,0.0,1.0,44.0,0.0,0.0,1.0,-1.0,0.0
9aacd29f,1,8,251,1.0,5.0,2.0,62.0,0.0,6.0,131.0,0.0,1.0
9aaf56d0,1,24,76,2.0,0.0,3.0,118.0,0.0,5.0,194.0,-1.0,0.0
9ab2e2c0,0,8,161,1.0,2.0,2.0,57.0,0.0,6.0,225.0,0.0,1.0
9ab4d4f0,0,7,55,1.0,2.0,1.0,36.0,0.0,1.0,38.0,-1.0,0.0
9ab66c07,3,41,464,4.0,1.0,2.0,48.0,1.0,1.0,24.5,-1.0,2.0
9abdfb08,3,48,576,4.0,0.0,1.0,20.0,0.0,1.0,15.0,-1.0,0.0
9abe8855,1,27,547,2.0,0.0,1.0,38.0,0.0,2.0,67.0,-1.0,0.0
9ac0761c,0,0,7,0.0,1.0,9.0,406.0,1.0,9.0,406.0,-1.0,0.0
9ac0a6d9,0,0,2,0.0,0.0,3.0,83.0,0.0,3.0,83.0,-1.0,-1.0
9ac21158,0,0,1,0.0,0.0,1.0,53.0,0.0,1.0,53.0,-1.0,0.0
9ac32548,0,0,12,0.0,1.0,16.0,424.0,1.0,15.5,424.5,-1.0,0.0
9ac55f56,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-1.0,0.0
9ac6e518,0,0,8,0.0,0.0,10.0,549.0,0.0,10.0,549.0,-1.0,0.0
9ac9f804,14,203,4168,2.0,1.0,3.0,74.0,0.0,2.0,78.0,-1.0,79.0
9acc01de,0,9,97,1.0,0.0,1.0,24.0,0.0,0.0,14.0,-1.0,0.0
9acc24bf,5,125,2055,5.0,0.0,0.0,12.0,0.0,0.0,1.0,-1.0,-1.0
9ace97a5,3,61,962,3.0,0.0,1.0,24.0,0.0,1.0,22.0,-1.0,0.0
9acf577d,23,334,5277,1.0,10.0,2.0,56.0,11.0,1.0,25.5,-1.0,0.0
9acf8112,4,90,1750,6.0,0.0,1.0,16.0,0.0,1.0,36.0,-1.0,0.0
9ad01db7,0,0,2,0.0,0.0,2.0,45.0,0.0,2.0,45.0,-1.0,-1.0
9ad0d801,4,108,1079,4.0,0.0,6.0,170.0,0.0,14.0,428.0,0.0,0.0
9ad53bdb,14,273,5859,4.0,0.0,1.0,8.0,0.0,1.0,7.0,-1.0,28.0
9ad7142f,22,402,5851,4.0,0.0,0.0,8.0,0.0,0.0,0.0,-1.0,0.0
9ad79121,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9ad9744d,9,120,2701,0.0,0.0,2.0,31.0,0.0,2.0,31.0,-1.0,0.0
9ada9104,2,16,332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
9adb1fa6,0,0,1,0.0,0.0,1.0,32.0,0.0,1.0,32.0,-1.0,0.0
9adcc17a,17,255,1916,13.0,0.0,2.0,55.0,1.0,1.5,71.5,-1.0,-1.0
9ae75636,2,42,747,3.0,2.0,4.0,110.0,8.0,5.0,75.0,-1.0,0.0
9ae8f269,0,5,66,1.0,6.0,3.0,54.0,6.0,3.0,53.0,-1.0,0.0
9ae91062,0,0,2,0.0,0.0,2.0,48.0,0.0,2.0,48.0,-1.0,0.0
9aeb8fe4,14,230,4152,17.0,0.0,3.0,42.0,1.0,4.0,58.5,-1.0,-1.0
9aed6b8b,2,38,992,2.0,1.0,4.0,70.0,0.0,0.0,2.0,-1.0,0.0
9aef0a45,2,22,259,2.0,2.0,3.0,129.0,16.0,2.5,72.5,-1.0,1.0
9af05238,16,392,2138,4.0,0.0,1.0,24.0,0.0,1.0,21.0,-1.0,9.0
9af0a24e,6,76,1350,4.0,3.0,1.0,28.0,0.0,1.0,8.0,-1.0,63.0
9af47ac4,11,268,4020,12.0,0.0,1.0,33.0,0.0,2.0,79.0,-1.0,0.0
9af770be,0,0,7,0.0,1.0,1.0,60.0,1.0,1.0,59.5,-1.0,0.0
9af7a030,1,43,525,2.0,0.0,0.0,13.0,0.0,0.0,0.0,-1.0,0.0
9afab00b,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9afc38a0,49,1193,35806,0.0,0.0,1.0,13.0,0.0,1.0,13.0,-1.0,0.0
9afce6fc,0,6,78,0.0,7.0,1.0,16.0,7.0,1.0,16.0,-1.0,0.0
9aff49fd,0,0,0,0.0,0.0,1.0,10.0,0.0,1.0,10.0,-1.0,0.0
9affc6eb,0,0,1,0.0,0.0,2.0,48.0,0.0,2.0,48.0,-1.0,-1.0
9b006ec2,1,29,199,2.0,0.0,3.0,76.0,0.0,5.0,140.0,-1.0,0.0
9b00bfc9,0,0,2,0.0,0.0,2.0,16.0,0.0,2.0,16.0,-1.0,0.0
9b023eb9,4,34,417,4.0,4.0,1.0,34.0,0.0,1.0,48.0,10.0,10.0
9b0284e1,0,0,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9b03ad6b,2,10,76,3.0,2.0,2.0,87.0,4.0,3.0,112.0,-1.0,0.0
9b05f06c,5,67,675,6.0,0.0,1.0,20.0,1.0,1.0,18.0,-1.0,-1.0
9b07516b,1,12,178,1.0,3.0,2.0,72.0,0.0,9.0,541.0,0.0,2.0
9b0a2875,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
9b0a8b02,0,8,47,1.0,1.0,1.0,20.0,0.0,0.0,2.0,-1.0,0.0
9b0ba467,8,192,1647,8.0,0.0,2.0,26.0,0.0,2.0,26.0,-1.0,-1.0
9b0bcaeb,0,0,8,0.0,1.0,2.0,102.0,1.0,2.5,102.0,-1.0,0.0
9b0db6f0,0,1,3,0.0,1.0,2.0,56.0,1.0,2.0,56.5,-1.0,0.0
9b0f2407,4,83,1728,4.0,7.0,1.0,36.0,0.0,0.0,3.0,-1.0,4.0
9b1097d4,0,0,2,0.0,0.0,2.0,24.0,0.0,2.0,24.0,-1.0,0.0
9b14f19e,6,76,1445,6.0,1.0,1.0,24.0,4.0,1.0,26.0,-1.0,0.0
9b17407f,3,73,1845,3.0,0.0,3.0,154.0,0.0,0.0,9.0,-1.0,0.0
9b1b5c54,2,19,185,2.0,3.0,2.0,85.0,6.0,2.0,58.666666666666664,-1.0,3.0
9b1ba18d,0,0,6,0.0,1.0,2.0,31.0,1.0,1.75,30.75,-1.0,-1.0
9b2076c7,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0
9b235eb4,0,23,102,1.0,0.0,3.0,44.0,0.0,4.0,49.0,-1.0,0.0
9b23cd14,0,2,72,1.0,1.0,1.0,36.0,1.0,0.25,4.125,0.0,0.0
9b25a787,7,114,1838,15.0,0.0,1.0,16.0,0.0,1.0,8.0,-1.0,10.0
9b2e270a,0,1,12,0.0,2.0,1.0,28.0,2.0,1.1428571428571428,27.857142857142858,-1.0,0.0
9b2f6a05,74,899,10795,0.0,9.0,2.0,79.0,9.0,1.5,79.0,-1.0,0.0
9b329a77,2,37,975,3.0,2.0,1.0,9.0,0.0,5.0,45.0,-1.0,0.0
9b33db75,28,519,8906,4.0,1.0,0.0,10.0,2.0,0.5,5.0,-1.0,-1.0
9b349207,6,150,3011,3.0,0.0,2.0,62.0,0.0,0.0,2.0,0.0,0.0
9b34b3f9,0,0,1,0.0,0.0,1.0,36.0,0.0,1.0,36.0,-1.0,0.0
9b34d13e,22,545,19622,0.0,0.0,1.0,12.0,0.0,1.0,12.0,-1.0,0.0
9b350bb5,2,19,274,2.0,2.0,2.0,67.0,1.0,0.0,0.0,4.0,4.0
9b38d84e,0,0,2,0.0,0.0,3.0,96.0,0.0,3.0,96.0,-1.0,0.0
9b38eeca,0,8,137,1.0,14.0,1.0,55.0,23.0,1.0,48.5,-1.0,0.0
9b397365,0,0,0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,-1.0,0.0
9b3a6b47,8,66,2403,8.0,2.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0
9b3a7ddd,0,0,2,0.0,0.0,2.0,71.0,0.0,2.0,71.0,-1.0,0.0
9b3b43aa,1,15,317,2.0,4.0,1.0,22.0,15.0,1.0,30.5,0.0,10.0
9b3b723a,0,2,6,0.0,3.0,2.0,18.0,3.0,1.5,18.0,-1.0,0.0
9b3c2ac5,7,144,3458,4.0,0.0,1.0,20.0,0.0,0.0,14.0,-1.0,-1.0
9b3d7f34,0,11,334,1.0,0.0,0.0,8.0,0.0,0.0,0.0,-1.0,0.0
